Pais ;Individuo ;B.T;E.T;L.F;H.F;M.T;E;MA.E;M.F;M.P;MI.E;P.F;L
Ecuador;49;12.904;13.29;168.3;3703.1;12.904;96.6;4.321;1550.4;91.5;1.861;1550.4;67
Ecuador;49;13.761;14.876;84.2;3618.9;14.356;110.2;4.33;1464.3;96.6;1.368;1464.3;192
Ecuador;50;851;1.824;443.3;4488.1;1.486;106.6;5.188;1550.4;92.2;1.859;1550.4;168
Ecuador;50;2.756;3.121;292.7;4000.2;2.891;102.6;4.958;1722.7;95.4;1.853;1722.7;63
Ecuador;50;3.262;3.728;195.1;3707.5;3.367;108;4.863;1636.5;96;2.055;1636.5;81
Ecuador;50;4.012;4.438;292.7;4292.9;4.296;105.8;4.962;1808.8;94.2;2.28;1808.8;73
Ecuador;50;5.795;6.423;97.6;3707.5;5.927;113.1;4.792;3531.4;98.9;1.449;3531.4;108
Ecuador;50;7.376;7.903;97.6;3902.7;7.378;106.3;4.879;1464.3;96.5;1.7;1464.3;91
Ecuador;50;8.592;9.159;764.7;3707.5;9.056;108.8;4.887;1464.3;95.5;1.66;1464.3;97
Ecuador;50;10.01;10.902;292.7;4292.9;10.542;111.1;5.065;3186.9;97.1;1.738;3186.9;153
Ecuador;50;6.4;4.704;518;3107.7;4.621;95.2;3.739;1464.3;86.4;1.437;1464.3;124
Ecuador;50;5.181;5.492;148;3847.7;5.259;97;4.512;1464.3;85.7;1.625;1464.3;73
Ecuador;50;13.84;14.488;632;4390.5;13.99;114.7;5.083;3273;101.1;1.701;3273;111
